Route_name,Route_link,Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings
Kolkata to Haldia,https://www.redbus.in/bus-tickets/kolkata-to-haldia,,,,,,,,
Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,,,,,,,,
Kolkata to Arambagh (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-arambagh-west-bengal,,,,,,,,
Midnapore to Kolkata,https://www.redbus.in/bus-tickets/midnapore-to-kolkata,,,,,,,,
Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,,,,,,,,
Digha to Calcutta,https://www.redbus.in/bus-tickets/digha-to-kolkata,,,,,,,,
Kolkata to Bankura,https://www.redbus.in/bus-tickets/kolkata-to-bankura,,,,,,,,
Kolkata to Midnapore,https://www.redbus.in/bus-tickets/kolkata-to-midnapore,,,,,,,,
Kolkata to Asansol (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-asansol,,,,,,,,
Kolkata to Nimtouri,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,,,,,,,,
Jhargram to Kolkata,https://www.redbus.in/bus-tickets/jhargram-to-kolkata,,,,,,,,
Kolkata to Contai (Kanthi),https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,,,,,,,,
Kolkata to Kolaghat,https://www.redbus.in/bus-tickets/kolkata-to-kolaghat,,,,,,,,
Kolkata to Nandakumar (west bengal),https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,,,,,,,,
Kolkata to Mecheda (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-mecheda-west-bengal,,,,,,,,
Digha to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/digha-to-durgapur,,,,,,,,
Midnapore to Barasat (West Bengal),https://www.redbus.in/bus-tickets/midnapore-to-barasat-west-bengal,,,,,,,,
Durgapur (West Bengal) to Digha,https://www.redbus.in/bus-tickets/durgapur-to-digha,,,,,,,,
Kolkata to Chandipur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-chandipur-west-bengal,,,,,,,,
Barasat (West Bengal) to Midnapore,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-midnapore,,,,,,,,
Kolkata to Debra,https://www.redbus.in/bus-tickets/kolkata-to-debra,,,,,,,,
Kirnahar (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/kirnahar-west-bengal-to-kolkata,,,,,,,,
Kolkata to Panskura,https://www.redbus.in/bus-tickets/kolkata-to-panskura,,,,,,,,
Kolkata to Heria,https://www.redbus.in/bus-tickets/kolkata-to-heria,,,,,,,,
Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,,,,,,,,
Illambazar to Kolkata,https://www.redbus.in/bus-tickets/illambazar-to-kolkata,,,,,,,,
Kolkata to Suri,https://www.redbus.in/bus-tickets/kolkata-to-suri,,,,,,,,
Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,,,,,,,,
Chandigarh to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,,,,,,,,
Hamirpur (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,,,,,,,,
Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,,,,,,,,
Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,,,,,,,,
Hamirpur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,,,,,,,,
Chamba (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,,,,,,,,
Delhi to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,,,,,,,,
Chandigarh to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,,,,,,,,
Delhi to Chamba (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-chamba-himachal-pradesh,,,,,,,,
Chamba (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-delhi,,,,,,,,
Kangra to Chandigarh,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,,,,,,,,
Shimla to Chandigarh,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,,,,,,,,
Delhi to Baddi (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-baddi-himachal-pradesh,,,,,,,,
Delhi to Solan,https://www.redbus.in/bus-tickets/delhi-to-solan,,,,,,,,
Delhi to Nalagarh,https://www.redbus.in/bus-tickets/delhi-to-nalagarh,,,,,,,,
Dharamshala (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,,,,,,,,
Palampur to Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,,,,,,,,
Ghumarwin to Delhi,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,,,,,,,,
Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,,,,,,,,
Baddi (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/baddi-himachal-pradesh-to-delhi,,,,,,,,
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,,,,,,,,
Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,,,,,,,,
Chandigarh to Manali,https://www.redbus.in/bus-tickets/chandigarh-to-manali,,,,,,,,
Delhi to Sarkaghat,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,,,,,,,,
Ghumarwin to Chandigarh,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh,,,,,,,,
Chandigarh to Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,,,,,,,,
Delhi to Bilaspur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,,,,,,,,
Delhi to Ghumarwin,https://www.redbus.in/bus-tickets/delhi-to-ghumarwin,,,,,,,,
Chamba (Himachal Pradesh) to Shimla,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-shimla,,,,,,,,
Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,,,,,,,,
Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,,,,,,,,
Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,,,,,,,,
Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,,,,,,,,
Goalpara to Guwahati,https://www.redbus.in/bus-tickets/goalpara-to-guwahati,,,,,,,,
Jorhat to North Lakhimpur,https://www.redbus.in/bus-tickets/jorhat-to-north-lakhimpur,,,,,,,,
Dhubri to Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,,,,,,,,
Jorhat to Dibrugarh,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,,,,,,,,
North Lakhimpur to Jorhat,https://www.redbus.in/bus-tickets/north-lakhimpur-to-jorhat,,,,,,,,
North Lakhimpur to Sibsagar,https://www.redbus.in/bus-tickets/north-lakhimpur-to-sibsagar,,,,,,,,
Guwahati to Dhubri,https://www.redbus.in/bus-tickets/guwahati-to-dhubri,,,,,,,,
Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/dhekiajuli-to-guwahati,,,,,,,,
Sibsagar to North Lakhimpur,https://www.redbus.in/bus-tickets/sibsagar-to-north-lakhimpur,,,,,,,,
Dibrugarh to Jorhat,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,,,,,,,,
Jorhat to Dhemaji,https://www.redbus.in/bus-tickets/jorhat-to-dhemaji,,,,,,,,
Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,,,,,,,,
Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,,,,,,,,
Dhemaji to Jorhat,https://www.redbus.in/bus-tickets/dhemaji-to-jorhat,,,,,,,,
North Lakhimpur to Tezpur,https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,,,,,,,,
Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,,,,,,,,
North Lakhimpur to Dibrugarh,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh,,,,,,,,
Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,,,,,,,,
Tezpur to North Lakhimpur,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur,,,,,,,,
North Lakhimpur to Moran,https://www.redbus.in/bus-tickets/north-lakhimpur-to-moran,,,,,,,,
Guwahati to Gohpur,https://www.redbus.in/bus-tickets/guwahati-to-gohpur,,,,,,,,
Guwahati to Kaliabor,https://www.redbus.in/bus-tickets/guwahati-to-kaliabor,,,,,,,,
Guwahati to Tumuki (Tezpur Medical),https://www.redbus.in/bus-tickets/guwahati-to-tumuki-tezpur-medical,,,,,,,,
Dibrugarh to Tezpur,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,,,,,,,,
Biswanath Charali to Guwahati,https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,,,,,,,,
Dibrugarh to North Lakhimpur,https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur,,,,,,,,
Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,,,,,,,,
Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,,,,,,,,
Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,,,,,,,,
Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,,,,,,,,
Lucknow to Allahabad,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,,,,,,,,
Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi,,,,,,,,
Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,,,,,,,,
Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,,,,,,,,
Badaun to Delhi,https://www.redbus.in/bus-tickets/badaun-to-delhi,,,,,,,,
Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,,,,,,,,
Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,,,,,,,,
Sitapur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/sitapur-to-delhi,,,,,,,,
Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,,,,,,,,
Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,,,,,,,,
Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,,,,,,,,
Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad,,,,,,,,
Delhi to Lucknow,https://www.redbus.in/bus-tickets/delhi-to-lucknow,,,,,,,,
Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,,,,,,,,
Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,,,,,,,,
Agra to Bareilly,https://www.redbus.in/bus-tickets/agra-to-bareilly,,,,,,,,
Lucknow to Bareilly,https://www.redbus.in/bus-tickets/lucknow-to-bareilly,,,,,,,,
Bareilly to Agra,https://www.redbus.in/bus-tickets/bareilly-to-agra,,,,,,,,
Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,,,,,,,,
Varanasi to Lucknow,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,,,,,,,,
Moradabad to Delhi,https://www.redbus.in/bus-tickets/moradabad-to-delhi,,,,,,,,
Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,,,,,,,,
Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,,,,,,,,
Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,,,,,,,,
Gorakhpur (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,,,,,,,,
Kanpur (Uttar Pradesh) to Bareilly,https://www.redbus.in/bus-tickets/kanpur-to-bareilly,,,,,,,,
Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,WBTC (CTC) HABRA-DIGHA via Bally - 26|14:50,Non AC Seater (2+3),14:50,19:35,04h 45m,INR 161,44 Seats available,"3.5
49"
Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,WBTC (CTC) MADHYAMGRAM - DIGHA via Belghoria - 130|16:00,Non AC Seater (2+3),16:00,21:05,05h 05m,INR 161,46 Seats available,"2.3
24"
Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,The Joy Ride,A/C Seater / Sleeper (2+2),21:15,03:35,06h 20m,520,52 Seats available,3.7
Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Aradhana Bus Service,Non AC Seater (2+3),16:50,23:30,06h 40m,INR 350,54 Seats available,2.1
Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Aradhana Travels,A/C Seater / Sleeper (2+2),18:35,23:55,05h 20m,463,20 Seats available,"1.1
10"
Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Satya Paribahan,A/C Seater (2+3),23:00,05:10,06h 10m,INR 320,38 Seats available,"2.8
32"
Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Snemita Paribahan (Shinjini),AC Seater (2+3),23:35,05:00,05h 25m,INR 330,27 Seats available,"2.4
17"
Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Arunita Paribahan,A/C Seater (2+3),23:35,05:00,05h 25m,INR 370,21 Seats available,2.8
Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Aradhana Bus Service,A/C Seater / Sleeper (2+2),23:00,04:30,05h 30m,INR 550,67 Seats available,"2.1
6"
Durgapur to Calcutta,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KARUNAMOYEE - VOLVO - 13:25 (BEL DEPOT) - 3956,Volvo AC Seater (2+2),14:30,18:45,04h 15m,INR 360,48 Seats available,"3.6
14"
Durgapur to Calcutta,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-BANKURA - KARUNAMOYEE - 13:00 (BNK DEPOT) - 240,Non AC Seater (2+3),14:55,18:55,04h 00m,INR 155,32 Seats available,"3.6
58"
Durgapur to Calcutta,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-DURGAPUR - KARUNAMOYEE - A/C - 15:10 (DGP DEPOT) - 1648,AC Seater (2+2),15:10,19:10,04h 00m,INR 300,23 Seats available,"3.0
148"
Durgapur to Calcutta,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KOLKATA - 14:05 (HOWRAH DEPOT) - 748,Non AC Seater (2+3),15:15,18:45,03h 30m,INR 150,47 Seats available,"3.0
53"
Durgapur to Calcutta,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KOLKATA - A/C - 14:20 (HWH DEPOT) - 1149,AC Seater (2+2),15:40,19:10,03h 30m,INR 300,33 Seats available,"3.7
56"
Durgapur to Calcutta,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KOLKATA - 14:35 (HOWRAH DEPOT) - 208,Non AC Seater (2+3),15:45,19:15,03h 30m,INR 150,52 Seats available,"2.3
24"
Durgapur to Calcutta,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-BANKURA - KARUNAMOYEE - 14:15 (BNK DEPOT) - 241,Non AC Seater (2+3),16:00,20:00,04h 00m,INR 155,36 Seats available,"3.4
65"
Durgapur to Calcutta,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KOLKATA - VOLVO - 15:05 (BEL DEPOT) - 3291,Volvo AC Seater (2+2),16:15,20:25,04h 10m,INR 360,51 Seats available,3.5
Durgapur to Calcutta,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KOLKATA - 15:05 (HWH DEPOT) - 210,Non AC Seater (2+3),16:15,19:45,03h 30m,INR 150,49 Seats available,"3.1
44"
Durgapur to Calcutta,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KARUNAMOYEE - 15:10 (BEL DEPOT) - 216,Non AC Seater (2+3),16:20,20:20,04h 00m,INR 155,42 Seats available,"3.5
126"
Durgapur to Calcutta,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KOLKATA - 15:35 (HOWRAH DEPOT) - 211,Non AC Seater (2+3),16:45,20:15,03h 30m,INR 150,52 Seats available,"2.2
32"
Durgapur to Calcutta,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-BANKURA - KARUNAMOYEE - A/C - 15:15 - 1500,AC Seater (2+2),17:00,21:00,04h 00m,INR 300,24 Seats available,"1.9
87"
Durgapur to Calcutta,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KARUNAMOYEE - 16:10 (BEL DEPOT) - 217,Non AC Seater (2+3),17:25,21:25,04h 00m,INR 155,46 Seats available,"3.2
77"
Durgapur to Calcutta,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KOLKATA - 16:30 (HOWRAH DEPOT) - 752,Non AC Seater (2+3),17:40,21:10,03h 30m,INR 150,49 Seats available,"3.8
40"
Durgapur to Calcutta,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KARUNAMOYEE - 16:40 (ASANSOL DEPOT) - 847,Non AC Seater (2+3),17:50,22:00,04h 10m,INR 155,51 Seats available,"3.6
75"
Durgapur to Calcutta,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Shyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),14:10,18:00,03h 50m,INR 486,33 Seats available,"3.8
215"
Durgapur to Calcutta,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Express Line (Karunamoyee),Volvo A/C Seater (2+2),14:20,18:10,03h 50m,INR 486,18 Seats available,"4.9
5"
